"ID","imdbID","Title","Year","Rating","Runtime","Genre","Released","Director","Writer","Cast","Metacritic","imdbRating","imdbVotes","Language","Country","Awards","lastUpdated","Oscars"
22599,"tt0022599","À Nous la Liberté",1931,"Approved",97,"Comedy, Musical","1931-12-31","René Clair","René Clair (story)","Henri Marchand, Raymond Cordy, Rolla France, Paul Ollivier",NA,7.7,2562,"French","France","Nominated for 1 Oscar. Another 3 wins.","2014-03-24 00:15:04.517000000",0
22718,"tt0022718","Boudu Saved from Drowning",1932,"Not Rated",85,"Comedy","1967-02-23","Jean Renoir","René Fauchois (play)","Michel Simon, Marcelle Hainia, Sévérine Lerczinska, Jean Gehret",NA,7.6,3037,"French","France",NA,"2014-02-27 09:11:37.363000000",0
22835,"tt0022835","Dr. Jekyll and Mr. Hyde",1931,NA,98,"Drama, Horror, Sci-Fi","1932-01-03","Rouben Mamoulian","Samuel Hoffenstein (screen play), Percy Heath (screen play), Robert Louis Stevenson (based on the novel by)","Fredric March, Miriam Hopkins, Rose Hobart, Holmes Herbert",NA,7.8,7389,"English","USA","Won 1 Oscar. Another 2 wins & 2 nominations.","2014-03-13 00:01:42.970000000",1
22913,"tt0022913","Freaks",1932,"Unrated",64,"Drama, Horror, Thriller","1932-02-20","Tod Browning","Clarence Aaron 'Tod' Robbins (suggested by story: ""Spurs"")","Wallace Ford, Leila Hyams, Olga Baclanova, Roscoe Ates",NA,8,25944,"English, German, French","USA","1 win & 1 nomination.","2014-04-02 00:03:21.523000000",0
22958,"tt0022958","Grand Hotel",1932,NA,112,"Drama, Romance","1932-09-11","Edmund Goulding","Vicki Baum (by), William A. Drake (play)","Greta Garbo, John Barrymore, Joan Crawford, Wallace Beery",NA,7.7,10158,"English, Russian","USA","Won 1 Oscar. Another 1 win.","2014-03-07 00:19:30.913000000",1
23027,"tt0023027","Horse Feathers",1932,NA,68,"Comedy, Musical, Romance","1932-08-19","Norman Z. McLeod","Bert Kalmar (by), Harry Ruby (by), S.J. Perelman (by), Will B. Johnstone (by)","The Marx Brothers, Groucho Marx, Harpo Marx, Chico Marx",NA,7.7,7763,"English","USA",NA,"2014-03-06 00:40:46.720000000",0
23042,"tt0023042","I Am a Fugitive from a Chain Gang",1932,"Not Rated",92,"Crime, Drama, Film-Noir","1932-11-19","Mervyn LeRoy","Robert E. Burns (by), Howard J. Green (screen play), Brown Holmes (screen play)","Paul Muni, Glenda Farrell, Helen Vinson, Noel Francis",NA,8,7768,"English","USA","Nominated for 3 Oscars. Another 3 wins.","2014-04-04 19:47:33.333000000",0
23238,"tt0023238","The Most Dangerous Game",1932,"Not Rated",63,"Adventure, Horror, Mystery","1932-09-16","Irving Pichel, Ernest B. Schoedsack","James Ashmore Creelman (screenplay), Richard Connell (story)","Joel McCrea, Fay Wray, Robert Armstrong, Leslie Banks",NA,7.3,5624,"English, Russian","USA",NA,"2014-03-21 00:05:23.970000000",0
23245,"tt0023245","The Mummy",1932,"Unrated",73,"Horror","1932-12-22","Karl Freund","Nina Wilcox Putnam (from a story by), Richard Schayer (from a story by), John L. Balderston (screen play)","Boris Karloff, Zita Johann, David Manners, Arthur Byron",NA,7.3,11957,"English, Arabic, French","USA","1 win & 1 nomination.","2014-04-05 00:39:28.973000000",0
23395,"tt0023395","East of Shanghai",1931,NA,83,"Comedy, Romance, Thriller","1931-12-10","Alfred Hitchcock","Dale Collins (novel), Alfred Hitchcock (adaptation), Alma Reville, Val Valentine","Henry Kendall, Joan Barry, Percy Marmont, Betty Amann",NA,6,2600,"English","UK",NA,"2014-03-18 00:06:26.900000000",0
23427,"tt0023427","Scarface",1932,NA,93,"Action, Crime, Drama","1932-04-09","Howard Hawks, Richard Rosson","Armitage Trail (novel), Ben Hecht (screen story), Seton I. Miller (continuity), John Lee Mahin (continuity), W.R. Burnett (continuity), Seton I. Miller (dialogue), John Lee Mahin (dialogue), W.R. Burnett (dialogue)","Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins",NA,7.8,15913,"English","USA","2 wins.","2014-03-16 00:43:50.223000000",0
23458,"tt0023458","Shanghai Express",1932,NA,80,"Adventure, Drama, Romance","1932-02-12","Josef von Sternberg","Jules Furthman (screenplay), Harry Hervey (story)","Marlene Dietrich, Clive Brook, Anna May Wong, Warner Oland",NA,7.5,3672,"English, French, Cantonese, German","USA","Won 1 Oscar. Another 2 nominations.","2014-03-06 01:00:32.330000000",1
23551,"tt0023551","Tarzan the Ape Man",1932,NA,100,"Action, Adventure, Romance","1932-04-02","W.S. Van Dyke","Edgar Rice Burroughs (based on the characters created by), Cyril Hume (adaptation), Ivor Novello (dialogue)","Neil Hamilton, Maureen O'Sullivan, C. Aubrey Smith, Doris Lloyd",NA,7.2,4627,"English","USA","1 win.","2014-03-25 00:13:22.127000000",0
23563,"tt0023563","The Testament of Dr. Mabuse",1933,"Not Rated",122,"Crime, Fantasy, Horror",NA,"Fritz Lang","Norbert Jacques (characters), Fritz Lang, Thea von Harbou","Rudolf Klein-Rogge, Gustav Diessl, Rudolf Schündler, Oskar Höcker",NA,7.8,6984,"German","Germany",NA,"2014-03-26 02:02:56.837000000",0
23622,"tt0023622","Trouble in Paradise",1932,NA,83,"Comedy, Crime, Romance","1932-10-21","Ernst Lubitsch","Samson Raphaelson (screenplay), Grover Jones (adaptation), Aladar Laszlo (play)","Miriam Hopkins, Kay Francis, Herbert Marshall, Charles Ruggles",NA,8.2,7618,"English, Italian, Russian, Spanish, German","USA","2 wins.","2014-03-02 01:07:06.807000000",0
23634,"tt0023634","I Was Born, But...",1932,"Not Rated",100,"Comedy, Drama","1932-06-03","Yasujirô Ozu","Akira Fushimi (scenario), Geibei Ibushiya (adaptation), Yasujirô Ozu (idea)","Tatsuo Saitô, Tomio Aoki, Mitsuko Yoshikawa, Hideo Sugawara",91,7.8,2369,NA,"Japan","1 win.","2014-03-24 00:35:50.923000000",0
23649,"tt0023649","Vampyr",1932,"Unrated",75,"Horror","1932-05-06","Carl Theodor Dreyer","Sheridan Le Fanu (based on a book by), Christen Jul (screenplay), Carl Theodor Dreyer (screenplay)","Julian West, Maurice Schutz, Rena Mandel, Sybille Schmitz",NA,7.7,8477,"German","Germany",NA,"2014-03-24 00:29:33.003000000",0
23694,"tt0023694","White Zombie",1932,NA,69,"Horror","1932-08-04","Victor Halperin","Garnett Weston (story), Garnett Weston (dialogue)","Bela Lugosi, Madge Bellamy, Joseph Cawthorn, Robert Frazer",NA,6.5,5227,"English","USA",NA,"2014-03-30 04:12:15.577000000",0
23775,"tt0023775","Baby Face",1933,"TV-PG",71,"Drama, Romance","1933-12-01","Alfred E. Green","Gene Markey (screen play), Kathryn Scola (screen play), Darryl F. Zanuck (story)","Barbara Stanwyck, George Brent, Donald Cook, Alphonse Ethier",NA,7.6,3140,"English, French","USA","1 win.","2014-03-02 02:41:24.150000000",0
23876,"tt0023876","Cavalcade",1933,NA,112,"Drama, Romance, War","1933-04-15","Frank Lloyd","Noel Coward (play), Reginald Berkeley (screenplay), Sonya Levien (continuity)","Diana Wynyard, Clive Brook, Una O'Connor, Herbert Mundin",NA,6.2,2161,"English","USA","Won 3 Oscars. Another 1 win & 1 nomination.","2014-03-15 00:03:32.967000000",3
23940,"tt0023940","Design for Living",1933,"Approved",91,"Comedy, Romance","1933-12-29","Ernst Lubitsch","Noel Coward (play), Ben Hecht (screenplay)","Fredric March, Gary Cooper, Miriam Hopkins, Edward Everett Horton",NA,7.6,2771,"English, French","USA",NA,"2014-03-21 00:46:16.847000000",0
23948,"tt0023948","Dinner at Eight",1933,NA,111,"Comedy, Drama","1934-01-12","George Cukor","Frances Marion (screenplay), Herman J. Mankiewicz (screenplay), George S. Kaufman (from the stage play by), Edna Ferber (from the stage play by), Donald Ogden Stewart (additional dialogue by)","Marie Dressler, John Barrymore, Wallace Beery, Jean Harlow",NA,7.9,5135,"English","USA",NA,"2014-03-23 00:19:14.603000000",0
23969,"tt0023969","Duck Soup",1933,NA,68,"Comedy, Musical","1933-11-17","Leo McCarey","Bert Kalmar (story), Harry Ruby (story), Arthur Sheekman (additional dialogue), Nat Perrin (additional dialogue)","The Marx Brothers, Groucho Marx, Harpo Marx, Chico Marx",NA,8.1,40948,"English","USA","1 win.","2014-03-29 01:02:14.363000000",0
24034,"tt0024034","42nd Street",1933,"Unrated",89,"Comedy, Musical, Romance","1933-03-11","Lloyd Bacon","Rian James (screen play), James Seymour (screen play), Bradford Ropes (based on the novel by)","Warner Baxter, Bebe Daniels, George Brent, Ruby Keeler",NA,7.8,6554,"English","USA","Nominated for 2 Oscars. Another 1 win.","2014-03-15 00:10:27.543000000",0
24044,"tt0024044","Gabriel Over the White House",1933,NA,86,"Drama, Fantasy, Romance","1933-03-31","Gregory La Cava","Carey Wilson (screen play), Bertram Bloch (additional dialogue), Anonymous (novel)","Walter Huston, Karen Morley, Franchot Tone, Arthur Byron",NA,6.5,711,"English","USA",NA,"2014-03-23 00:59:08.143000000",0
24184,"tt0024184","The Invisible Man",1933,"Unrated",71,"Drama, Horror, Sci-Fi","1933-11-13","James Whale","H.G. Wells, R.C. Sherriff (screenplay)","Claude Rains, Gloria Stuart, William Harrigan, Henry Travers",NA,7.7,15984,"English","USA","3 wins.","2014-04-03 01:51:28.237000000",0
24188,"tt0024188","Island of Lost Souls",1932,"Unrated",70,"Adventure, Horror, Romance","1932-12-01","Erle C. Kenton","Waldemar Young (screen play), Philip Wylie (screen play), H.G. Wells (from a novel by)","Charles Laughton, Richard Arlen, Leila Hyams, Bela Lugosi",NA,7.6,4048,"English","USA",NA,"2014-04-02 00:49:12.797000000",0
24216,"tt0024216","King Kong",1933,"Unrated",100,"Adventure, Fantasy, Horror","1933-04-07","Merian C. Cooper, Ernest B. Schoedsack","James Ashmore Creelman (screen play), Ruth Rose (screen play), Merian C. Cooper (from an idea conceived by), Edgar Wallace (from an idea conceived by)","Fay Wray, Robert Armstrong, Bruce Cabot, Frank Reicher",NA,8,56201,"English","USA","2 wins & 3 nominations.","2014-03-31 00:17:03.713000000",0
24240,"tt0024240","Lady for a Day",1933,"TV-G",96,"Comedy","1933-09-13","Frank Capra","Robert Riskin (screen play and dialogue), Damon Runyon (from the story by)","Warren William, May Robson, Guy Kibbee, Glenda Farrell",NA,7.6,2239,"English, Spanish","USA",NA,"2014-03-14 00:12:16.910000000",0
24264,"tt0024264","Little Women",1933,"Not Rated",115,"Drama, Family, Romance","1933-11-24","George Cukor","Louisa May Alcott (by), Sarah Y. Mason (screen play), Victor Heerman (screen play)","Katharine Hepburn, Joan Bennett, Paul Lukas, Edna May Oliver",NA,7.4,3977,"English, German","USA","Won 1 Oscar. Another 3 wins & 3 nominations.","2014-03-05 00:43:32.340000000",1
24473,"tt0024473","The Private Life of Henry VIII.",1933,NA,97,"Biography, Comedy, Drama","1933-09-21","Alexander Korda","Lajos Biró (story), Arthur Wimperis (story), Arthur Wimperis (scenario)","Charles Laughton, Robert Donat, Franklin Dyall, Miles Mander",NA,7.3,2146,"English","UK","Won 1 Oscar. Another 1 win & 1 nomination.","2014-03-14 00:12:12.347000000",1
24481,"tt0024481","Queen Christina",1933,"Approved",99,"Biography, Drama, History","1934-02-09","Rouben Mamoulian","H.M. Harwood (screen play), Salka Viertel (screen play), Salka Viertel (from the original story by), Margaret P. Levino (from the original story by), S.N. Behrman (dialogue)","Greta Garbo, John Gilbert, Ian Keith, Lewis Stone",NA,7.9,4548,"English, Spanish","USA","1 nomination.","2014-04-04 10:43:16.737000000",0
24548,"tt0024548","She Done Him Wrong",1933,"Approved",66,"Comedy, Drama, History","1933-02-09","Lowell Sherman","Mae West (by), Harvey F. Thew (screen play), John Bright (screen play)","Mae West, Cary Grant, Owen Moore, Gilbert Roland",NA,6.5,3203,"English","USA","Nominated for 1 Oscar. Another 2 wins.","2014-03-28 02:58:22.550000000",0
24803,"tt0024803","Zero for Conduct",1933,"Not Rated",41,"Short, Comedy, Drama","1947-06-21","Jean Vigo","Jean Vigo (scenario)","Jean Dasté, Robert le Flon, Du Verron, Delphin",NA,7.5,4050,"French","France","1 win.","2014-03-20 00:00:40.893000000",0
24844,"tt0024844","L'Atalante",1934,"Not Rated",89,"Drama, Romance","1947-06-21","Jean Vigo","Jean Guinée (scenario), Albert Riéra (adaptation), Albert Riéra (dialogue), Jean Vigo (adaptation), Jean Vigo (dialogue)","Michel Simon, Dita Parlo, Jean Dasté, Gilles Margaritis",NA,7.9,8121,"French, Russian","France",NA,"2014-03-04 00:49:56.990000000",0
24852,"tt0024852","Babes in Toyland",1934,NA,77,"Comedy, Family, Fantasy","1934-12-14","Gus Meins, Charley Rogers","Frank Butler (screen play), Nick Grinde (screen play)","Virginia Karns, Charlotte Henry, Felix Knight, Florence Roberts",NA,7.5,3705,"English","USA",NA,"2014-03-07 00:00:24.633000000",0
24894,"tt0024894","The Black Cat",1934,NA,65,"Horror, Crime, Adventure","1934-05-07","Edgar G. Ulmer","Edgar Allan Poe (suggested by a story by), Peter Ruric (screenplay), Edgar G. Ulmer (story), Peter Ruric (story)","Boris Karloff, Bela Lugosi, David Manners, Julie Bishop",NA,7.2,4795,"English, Latin, Hungarian","USA","1 win.","2014-04-02 00:49:08.200000000",0
25164,"tt0025164","The Gay Divorcee",1934,"Approved",107,"Comedy, Musical, Romance","1934-10-12","Mark Sandrich","Dwight Taylor (from the book by), Kenneth S. Webb (musical adaptation), Samuel Hoffenstein (musical adaptation), George Marion Jr. (screen play), Dorothy Yost (screen play), Edward Kaufman (screen play)","Fred Astaire, Ginger Rogers, Alice Brady, Edward Everett Horton",NA,7.6,4242,"English, French, Italian","USA","Won 1 Oscar. Another 5 nominations.","2014-04-04 18:33:44.633000000",1
25316,"tt0025316","It Happened One Night",1934,"Unrated",105,"Comedy, Romance","1934-02-23","Frank Capra","Robert Riskin (screen play), Samuel Hopkins Adams (based on the short story by)","Clark Gable, Claudette Colbert, Walter Connolly, Roscoe Karns",NA,8.3,46564,"English","USA","Won 5 Oscars. Another 4 wins & 1 nomination.","2014-03-29 00:07:00.560000000",5
25318,"tt0025318","It's a Gift",1934,NA,68,"Comedy","1934-11-30","Norman Z. McLeod","Jack Cunningham (screen play), J.P. McEvoy (from ""The Comic Supplement"" by), W.C. Fields (based upon a story by)","W.C. Fields, Kathleen Howard, Jean Rouverol, Julian Madison",NA,7.5,3241,"English","USA","1 win.","2014-04-01 02:40:33.303000000",0
25452,"tt0025452","The Man Who Knew Too Much",1934,"Approved",75,"Crime, Mystery, Thriller","1935-04-15","Alfred Hitchcock","Charles Bennett (by), D.B. Wyndham-Lewis (by), Edwin Greenwood (scenario), A.R. Rawlinson (scenario), Emlyn Williams (additional dialogue)","Leslie Banks, Edna Best, Peter Lorre, Frank Vosper",NA,6.9,10180,"English, German, Italian","UK","2 wins.","2014-03-02 02:17:14.563000000",0
25456,"tt0025456","Man of Aran",1934,NA,76,"Documentary","1934-04-25","Robert J. Flaherty","Robert J. Flaherty","Colman 'Tiger' King, Maggie Dirrane, Michael Dirrane, Pat Mullin",NA,7.6,1116,"English","UK","3 wins.","2014-03-20 01:45:04.947000000",0
25464,"tt0025464","Manhattan Melodrama",1934,NA,93,"Crime, Drama, Romance","1934-05-04","W.S. Van Dyke, George Cukor","Oliver H.P. Garrett (screen play), Joseph L. Mankiewicz (screen play), Arthur Caesar (from an original story by)","Clark Gable, William Powell, Myrna Loy, Leo Carrillo",NA,7.2,1993,"English","USA",NA,"2014-03-14 00:43:53.647000000",0
25610,"tt0025610","Our Daily Bread",1934,"Approved",80,"Drama, Romance","1934-10-02","King Vidor","King Vidor (story), Elizabeth Hill (scenario), Joseph L. Mankiewicz (dialogue)","Karen Morley, Tom Keene, Barbara Pepper, Addison Richards",NA,7.2,726,"English","USA",NA,"2014-02-21 01:54:40.017000000",0
25746,"tt0025746","The Scarlet Empress",1934,"Approved",104,"Drama, History, Romance","1934-09-15","Josef von Sternberg","Catherine II (diary), Manuel Komroff (diary arranger)","Marlene Dietrich, John Lodge, Sam Jaffe, Louise Dresser",NA,7.8,3462,"English","USA","1 win.","2014-03-24 02:16:10.027000000",0
25862,"tt0025862","Tarzan and His Mate",1934,"Unrated",104,"Action, Adventure","1934-04-20","Cedric Gibbons, Jack Conway, James C. McKay","Edgar Rice Burroughs (based upon the characters created by), James Kevin McGuinness (screen play), Howard Emmett Rogers (adaptation), Leon Gordon (adaptation)","Maureen O'Sullivan, Neil Hamilton, Paul Cavanagh, Forrester Harvey",NA,7.7,3276,"English","USA","1 win.","2014-03-08 02:00:08.587000000",0
25878,"tt0025878","The Thin Man",1934,"Not Rated",91,"Comedy, Crime, Film-Noir","1934-05-25","W.S. Van Dyke","Albert Hackett (screen play), Frances Goodrich (screen play), Dashiell Hammett (from the novel by)","William Powell, Myrna Loy, Maureen O'Sullivan, Nat Pendleton",NA,8.2,17100,"English","USA","Nominated for 4 Oscars. Another 2 wins.","2014-03-15 00:16:03.903000000",0
25913,"tt0025913","Triumph of the Will",1935,NA,110,"Documentary, War","1935-03-28","Leni Riefenstahl","Leni Riefenstahl, Walter Ruttmann, Eberhard Taubert","Adolf Hitler, Max Amann, Martin Bormann, Walter Buch",NA,7.6,8625,"German","Germany","1 win.","2014-03-05 00:59:50.513000000",0
25919,"tt0025919","Twentieth Century",1934,NA,91,"Comedy, Romance","1934-05-11","Howard Hawks","Charles Bruce Millholland (play), Ben Hecht (screenplay), Charles MacArthur (screenplay)","John Barrymore, Carole Lombard, Walter Connolly, Roscoe Karns",NA,7.9,3870,"English, German","USA","1 win.","2014-03-24 00:51:23.413000000",0
26029,"tt0026029","The 39 Steps",1935,"Unrated",86,"Comedy, Mystery, Thriller","1935-08-01","Alfred Hitchcock","John Buchan (adapted from the novel by), Charles Bennett (adaptation), Ian Hay (dialogue)","Robert Donat, Madeleine Carroll, Lucie Mannheim, Godfrey Tearle",NA,7.9,33248,"English","UK","1 win.","2014-03-31 02:37:18.847000000",0
26056,"tt0026056","Alice Adams",1935,"Approved",99,"Comedy, Drama, Romance","1935-11-13","George Stevens","Booth Tarkington (novel), Dorothy Yost (screen play), Mortimer Offner (screen play), Jane Murfin (screen play)","Katharine Hepburn, Fred MacMurray, Fred Stone, Evelyn Venable",NA,7.1,2204,"English","USA","Nominated for 2 Oscars. Another 2 wins.","2014-03-14 00:25:23.630000000",0
26097,"tt0026097","Barbary Coast",1935,NA,91,"Adventure, Drama, Romance","1935-12-27","Howard Hawks, William Wyler","Ben Hecht, Charles MacArthur","Miriam Hopkins, Edward G. Robinson, Joel McCrea, Walter Brennan",NA,6.9,893,"English","USA",NA,"2014-03-07 01:03:24.960000000",0
26138,"tt0026138","The Bride of Frankenstein",1935,"Not Rated",75,"Horror, Sci-Fi","1935-04-22","James Whale","Mary Shelley (suggested by: the original story written in 1916 by), William Hurlbut (adapted by), John L. Balderston (adapted by), William Hurlbut (screenplay)","Boris Karloff, Colin Clive, Valerie Hobson, Ernest Thesiger",NA,7.9,25645,"English","USA","Nominated for 1 Oscar. Another 2 wins.","2014-04-02 00:49:26.810000000",0
26529,"tt0026529","The Informer",1935,"Approved",91,"Drama","1935-07-10","John Ford","Dudley Nichols (screen play), Liam O'Flaherty (from the story by)","Victor McLaglen, Heather Angel, Preston Foster, Margot Grahame",NA,7.6,3479,"English","USA","Won 4 Oscars. Another 6 wins & 3 nominations.","2014-03-03 01:37:22.413000000",4
26685,"tt0026685","Mark of the Vampire",1935,NA,60,"Horror, Mystery","1935-04-26","Tod Browning","Guy Endore (screen play), Bernard Schubert (screen play)","Lionel Barrymore, Elizabeth Allan, Bela Lugosi, Lionel Atwill",NA,6.3,2514,"English, Czech","USA",NA,"2014-03-02 02:51:38.527000000",0
26752,"tt0026752","Mutiny on the Bounty",1935,"Not Rated",132,"Adventure, Drama, History",NA,"Frank Lloyd","Talbot Jennings (screenplay), Jules Furthman (screenplay), Carey Wilson (screenplay), Charles Nordhoff (book), James Norman Hall (book), Margaret Booth","Charles Laughton, Clark Gable, Franchot Tone, Herbert Mundin",NA,7.9,12977,"English, Polynesian","USA","Won 1 Oscar. Another 2 wins & 7 nominations.","2014-03-15 00:21:55.200000000",1
